item_id,order_id,product_id,product_name,category,quantity,unit_price_USD,discount_pct,line_total_USD
ITEM-010770,ORD-04445,PROD-0186,Security Suite Pro,Software ,1,2016.16,0.28,1451.64
ITEM-010771,ORD-02894,PROD-0125,Python for Beginners Pro,Books,19,935.12,0.38,11015.71
ITEM-010772,ORD-02894,PROD-0107,Dress Shoes Pro,Apparel ,15,821.85,0.24,9369.09
ITEM-010773,ORD-02894,PROD-0021,Running Shoes,Apparel,7,467.63,0.22,2553.26
ITEM-010774,ORD-03758,PROD-0151,Bluetooth Speaker Pro,Electronics,15,118.53,0.04,1706.83
ITEM-010775,ORD-03758,PROD-0117,Running Shoes Pro,Apparel,9,$493.75,0.36,2844
ITEM-010776,ORD-03758,PROD-0111,Product Management v2,Books,10,$327.73,0.26,"$2,425.20"
ITEM-010777,ORD-03758,PROD-0162,Mechanical Keyboard Pro,Electronics,10,1226.74,0.37,7728.46
ITEM-010778,ORD-03352,PROD-0151,Bluetooth Speaker Pro,Electronics,1,118.53,0.13,103.12
ITEM-010779,ORD-03352,PROD-0194,Robot Vacuum Pro,Home & Garden,10,1067.17,0.38,6616.45
ITEM-010780,ORD-03352,PROD-0015,Email Marketing Tool,Software,14,997.69,0.11,12431.22
ITEM-010781,ORD-02855,PROD-0060,Makeup Brush Set,Beuty,6,2450.9,0.37,9264.4
ITEM-010782,ORD-02855,PROD-0066,SQL Deep Dive,Books,16,2840.66,0.13,39541.99
ITEM-010783,ORD-02855,PROD-0010,Portable Charger,ELECTRONICS,14,334.02,0.04,4489.23
ITEM-010784,ORD-02855,PROD-0049,Tennis Racket,sports,13,64.18,0.26,617.41
ITEM-010785,ORD-04237,PROD-0072,Protein Bars 12pk,food & beverage,9,"$1,658.51",0.17,12389.07
ITEM-010786,ORD-03779,PROD-0131,Design Thinking Pro,BOOKS,9,880.31,0.12,6972.06
ITEM-010787,ORD-03779,PROD-0160,AI Fundamentals Pro,Books ,4,225,0.02,882
ITEM-010788,ORD-03779,PROD-0154,Dress Shoes Pro,Apparel,3,559.43,0.06,1577.59
ITEM-010789,ORD-03779,PROD-0075,Hot Sauce Bundle,Food & Beverage,8,"$1,052.52",0.03,8167.56
ITEM-010790,ORD-01039,PROD-0036,Cookware Set,Home&Garden,4,$265.41,0.03,1029.79
ITEM-010791,ORD-01039,PROD-0194,Robot Vacuum Pro,home & garden,4,1067.17,0.02,4183.31
ITEM-010792,ORD-01039,PROD-0143,Smoothie Mix Pro,Food & Beverage ,19,841.22,0.26,11827.55
ITEM-010793,ORD-00875,PROD-0045,Foam Roller,Sports,18,3167.91,0.35,37064.55
ITEM-010794,ORD-00875,PROD-0076,Smoothie Mix,Food & Beverage,12,643.37,0.19,"$6,253.56"
ITEM-010795,ORD-00875,PROD-0038,Wall Art,Home & Garden,16,1162.29,0.36,11901.85
ITEM-010796,ORD-00875,PROD-0089,Design Software Pro,Software,2,820.64,0.03,1592.04
ITEM-010797,ORD-03413,PROD-0026,Polo Shirt,Apparel,8,247.26,0.04,1898.96
ITEM-010798,ORD-02803,PROD-0047,Gym Bag,Sports,9,247.22,0.27,1624.24
ITEM-010799,ORD-00323,PROD-0146,Design Software Pro,Software,17,723.98,0.2,9846.13
ITEM-010800,ORD-00323,PROD-0042,Resistance Bands,Sports,18,1478.09,0.12,23412.95
ITEM-010801,ORD-00323,PROD-0048,Fitness Tracker,Sports,15,1613.68,0.23,18638
ITEM-010802,ORD-00323,PROD-0195,Robot Vacuum Pro,Home & Garden,16,"$1,006.15",0.05,"$15,293.48"
ITEM-010803,ORD-04336,PROD-0150,Mechanical Keyboard Pro,Electronics,3,1592.88,0.32,3249.48
ITEM-010804,ORD-04336,PROD-0039,Desk Lamp,Home & Garden,17,37.13,0.16,530.22
ITEM-010805,ORD-04336,PROD-0063,Marketing Mastery,Books,10,2080.85,0.17,17271.06
ITEM-010806,ORD-02459,PROD-0090,Winter Coat Pro,Apparel ,10,1531.24,0.02,15006.15
ITEM-010807,ORD-02459,PROD-0131,Design Thinking Pro,Books,19,880.31,0.04,16056.85
ITEM-010808,ORD-00281,PROD-0066,SQL Deep Dive,Book,6,2840.66,1.41,14146.49
ITEM-010809,ORD-00281,PROD-0173,Wireless Headphones Pro,Electronics,7,581.83,0.25,3054.61
ITEM-010810,ORD-00281,PROD-0041,Yoga Mat,Sports,9,1505.03,0.09,12326.2
ITEM-010811,ORD-00281,PROD-0186,Security Suite Pro,Software,12,2016.16,0.38,15000.23
ITEM-010812,ORD-00429,PROD-0174,Gym Bag Pro,Sports,17,335.66,0.26,4222.6
ITEM-010813,ORD-00429,PROD-0129,Baseball Cap Pro,Apparel,15,"$1,239.92",0.14,15994.97
ITEM-010814,ORD-00429,PROD-0166,Product Management v2,Books,3,557.83,0.18,1372.26
ITEM-010815,ORD-01438,PROD-0140,Bed Sheets Pro,Home & Garden,16,"$1,071.89",0.11,15263.71
ITEM-010816,ORD-01438,PROD-0116,Email Marketing Tool Pro,software,6,$938.94,0.1,5070.28
ITEM-010817,ORD-01438,PROD-0074,Organic Honey,Food & Beverage,4,1181.07,0.06,4440.82
ITEM-010818,ORD-01438,PROD-0050,Cycling Helmet,Sports,16,1184.49,0.32,12887.25
ITEM-010819,ORD-04031,PROD-0083,Lip Balm Set Pro,Beauty,17,310.69,0.02,5176.1
ITEM-010820,ORD-04031,PROD-0163,Smart Thermostat Pro,Home & Garden,16,820.19,0.13,11417.04
ITEM-010821,ORD-04031,PROD-0105,Sunglasses Pro,Apparel,16,814.1,0.38,8075.87
ITEM-010822,ORD-04031,PROD-0079,Energy Drink Pack,Food & Beverage,3,1871.84,0.12,4941.66
ITEM-010823,ORD-00123,PROD-0147,Monitor 27in Pro,Electronics,11,114.25,0.39,766.62
ITEM-010824,ORD-00123,PROD-0144,Protein Bars 12pk v2,Food & Beverage,16,1597.6,0.32,"$17,381.89"
ITEM-010825,ORD-03548,PROD-0173,Wireless Headphones Pro,Electronics,1,581.83,0.16,488.74
ITEM-010826,ORD-02633,PROD-0004,USB-C Hub,Electronics,19,2263.48,0.03,41715.94
ITEM-010827,ORD-02633,PROD-0148,Wall Art Pro,Home & Garden,19,1318.36,0.21,19788.58
ITEM-010828,ORD-02633,PROD-0021,Running Shoes,apparel,13,467.63,0.22,4741.77
ITEM-010829,ORD-04552,PROD-0032,Air Purifier,Home & Garden,18,2282.93,0.25,30819.56
ITEM-010830,ORD-04552,PROD-0119,Baseball Cap Pro,apparel,3,1471.39,0.19,3575.48
ITEM-010831,ORD-01846,PROD-0026,Polo Shirt,Apparel,10,247.26,0.01,2447.87
ITEM-010832,ORD-01846,PROD-0132,Business Jacket Pro,Apparel,10,1511.13,0.1,13600.17
ITEM-010833,ORD-04880,PROD-0006,Mechanical Keyboard,Electronics,5,1517.09,0.28,5461.52
ITEM-010834,ORD-03105,PROD-0157,Analytics Tool Pro,Software,19,1897.69,0.38,22354.79
ITEM-010835,ORD-03105,PROD-0031,Coffee Maker,Home & Garden,8,1966.81,0.26,11643.52
ITEM-010836,ORD-03105,PROD-0195,Robot Vacuum Pro,Home & Garden,8,1006.15,0.19,6519.85
ITEM-010837,ORD-03105,PROD-0033,Robot Vacuum,Home & Garden,16,1014.56,0.22,12661.71
ITEM-010838,ORD-03292,PROD-0098,Moisturiser SPF50 Pro,Beauty,3,1270.72,0.3,2668.51
ITEM-010839,ORD-03292,PROD-0012,CRM Platform,Software,20,558.51,0.34,7372.33
ITEM-010840,ORD-03292,PROD-0167,Makeup Brush Set Pro,Beauty,3,2625.63,0.29,5592.59
ITEM-010841,ORD-03292,PROD-0032,Air Purifier,Home & Garden,14,2282.93,0.08,29404.14
ITEM-010842,ORD-02755,PROD-0100,Dark Chocolate Box Pro,Food & Beverage,17,594.75,0.28,7279.74
ITEM-010843,ORD-02755,PROD-0109,Financial Freedom Pro,Book,13,1601.89,0.08,19158.6
ITEM-010844,ORD-02755,PROD-0117,Running Shoes Pro,Apparel,17,493.75,0,8393.75
ITEM-010845,ORD-02755,PROD-0112,Nuts & Seeds Mix Pro,Food & Beverage,13,1330.62,0.32,11762.68
ITEM-010846,ORD-00285,PROD-0160,AI Fundamentals Pro,Books,13,225,0.05,2778.75
ITEM-010847,ORD-00285,PROD-0067,Design Thinking,Books,19,866.02,0.34,10859.89
ITEM-010848,ORD-00285,PROD-0014,Accounting Software,Software,10,435.63,0.08,4007.8
ITEM-010849,ORD-03082,PROD-0027,Dress Shoes,Apparel,18,632.94,0.4,6835.75
ITEM-010850,ORD-03728,PROD-0106,Cycling Helmet Pro,Sports,6,1257.89,0.13,"$6,566.19"
ITEM-010851,ORD-04727,PROD-0174,Gym Bag Pro,Sports,2,335.66,0.2,537.06
ITEM-010852,ORD-04727,PROD-0035,Garden Hose,Home & Garden,17,249.63,0.31,2928.16
ITEM-010853,ORD-04727,PROD-0100,Dark Chocolate Box Pro,Food & Beverage,17,594.75,0.08,9301.89
ITEM-010854,ORD-04727,PROD-0170,Vitamin C Serum Pro,Beauty,12,862.09,0.05,9827.83
ITEM-010855,ORD-02147,PROD-0175,Moisturiser SPF50 Pro,BEAUTY,17,1344.19,0.19,18509.5
ITEM-010856,ORD-02147,PROD-0018,Cloud Storage,Software,13,1471.32,0.14,16449.36
ITEM-010857,ORD-02147,PROD-0071,Premium Coffee Beans,Food & Beverage,10,332.96,0.3,2330.72
ITEM-010858,ORD-04306,PROD-0162,Mechanical Keyboard Pro,Electronics,9,1226.74,0.34,"$7,286.84"
ITEM-010859,ORD-04306,PROD-0193,Bed Sheets Pro,Home & Garden,10,"$1,439.66",0.1,12956.94
ITEM-010860,ORD-04306,PROD-0156,Protein Powder v2,Sports,6,335.04,0.01,1990.14
ITEM-010861,ORD-04306,PROD-0183,Mechanical Keyboard Pro,Electronics,12,1366.91,0.18,13450.39
ITEM-010862,ORD-00520,PROD-0027,Dress Shoes,Apparrel,4,632.94,0.34,1670.96
ITEM-010863,ORD-00520,PROD-0071,Premium Coffee Beans,Food & Beverage,4,332.96,0.04,1278.57
ITEM-010864,ORD-00520,PROD-0054,Electric Toothbrush,Beauty,20,1315.46,0.01,26046.11
ITEM-010865,ORD-01687,PROD-0101,Yoga Mat Pro,Sports,8,1956.47,0.17,12990.96
ITEM-010866,ORD-01687,PROD-0164,Jump Rope Pro,Sports,8,131.56,0.4,631.49
ITEM-010867,ORD-02341,PROD-0065,Financial Freedom,Books,12,1469.98,0.34,11642.24
ITEM-010868,ORD-02341,PROD-0058,Nail Polish Set,Beauty,8,372.61,0.06,2802.03
ITEM-010869,ORD-03393,PROD-0037,Bed Sheets,Home & Garden,6,"$1,097.50",0.1,"$5,926.50"
ITEM-010870,ORD-03393,PROD-0067,Design Thinking,Books,2,866.02,1.24,1385.63
ITEM-010871,ORD-02252,PROD-0047,Gym Bag,Sports,8,247.22,0.26,1463.54
ITEM-010872,ORD-02252,PROD-0142,Cycling Helmet Pro,Sports,15,1066.85,0.29,11361.95
ITEM-010873,ORD-02252,PROD-0005,Webcam HD,Electronics,12,$695.37,0.04,8010.66
ITEM-010874,ORD-02252,PROD-0031,Coffee Maker,Home & Garden,11,"$1,966.81",0.17,17956.98
ITEM-010875,ORD-00844,PROD-0045,Foam Roller,Sports,19,3167.91,0.21,47550.33
ITEM-010876,ORD-00844,PROD-0011,Project Management Suite,Software,9,$947.94,0.15,7251.74
ITEM-010877,ORD-00844,PROD-0055,Perfume 50ml,Beauty,11,"$1,469.34",0.22,12606.94
ITEM-010878,ORD-04524,PROD-0098,Moisturiser SPF50 Pro,Beauty,18,1270.72,0.28,16468.53
ITEM-010879,ORD-04524,PROD-0008,Monitor 27in,Electronics,6,142.16,0.06,801.78
ITEM-010880,ORD-04145,PROD-0111,Product Management v2,Books,2,327.73,0.06,616.13
ITEM-010881,ORD-04145,PROD-0042,Resistance Bands,Sports,18,1478.09,1.45,22614.78
ITEM-010882,ORD-04145,PROD-0146,Design Software Pro,Software,14,723.98,0.09,9223.51
ITEM-010883,ORD-04145,PROD-0128,Leadership Principles Pro,Book,20,934.4,0.19,15137.28
ITEM-010884,ORD-01318,PROD-0144,Protein Bars 12pk v2,Food & Beverage,11,"$1,597.60",0.23,13531.67
ITEM-010885,ORD-01318,PROD-0024,Winter Coat,Apparel,12,1531.64,0.37,11579.2
ITEM-010886,ORD-01318,PROD-0029,Baseball Cap,Apparel,3,1309.55,0.12,3457.21
ITEM-010887,ORD-00667,PROD-0022,Casual T-Shirt,Apparel,4,263.25,0.3,737.1
ITEM-010888,ORD-00667,PROD-0024,Winter Coat,Apparel,12,1531.64,0.25,"$13,784.76"
ITEM-010889,ORD-01505,PROD-0176,Video Conferencing Pro,Software,14,2262.72,0.13,27559.93
ITEM-010890,ORD-01505,PROD-0152,Marketing Mastery Pro,Books ,8,2538.42,0.32,13809
ITEM-010891,ORD-04044,PROD-0040,Storage Ottoman,Home & Garden,4,2043.74,0.28,5885.97
ITEM-010892,ORD-04044,PROD-0159,USB-C Hub Pro,Electronics,1,2734.41,0.09,2488.31
ITEM-010893,ORD-04044,PROD-0014,Accounting Software,Software,7,435.63,0.12,2683.48
ITEM-010894,ORD-04044,PROD-0194,Robot Vacuum Pro,Home & Garden,2,1067.17,0.01,2113
ITEM-010895,ORD-00231,PROD-0052,Vitamin C Serum,Beauty,10,$726.02,0.14,6243.77
ITEM-010896,ORD-00049,PROD-0113,Protein Powder v2,Sports ,3,447.28,0.26,992.96
ITEM-010897,ORD-00049,PROD-0077,Nuts & Seeds Mix,Food & Beverage,7,1002.34,0.21,5542.94
ITEM-010898,ORD-00049,PROD-0005,Webcam HD,Electronics,18,$695.37,0.18,10263.66
ITEM-010899,ORD-04875,PROD-0067,Design Thinking,Books,14,866.02,0.32,8244.51
ITEM-010900,ORD-04875,PROD-0110,Design Software Pro,Software,19,847.18,0.14,13842.92
ITEM-010901,ORD-04875,PROD-0079,Energy Drink Pack,Food & Beverage,16,"$1,871.84",0.14,"$25,756.52"
ITEM-010902,ORD-02425,PROD-0002,Smart Watch,Electronics,2,1070.87,0.15,1820.48
ITEM-010903,ORD-02425,PROD-0041,Yoga Mat,Sports,7,1505.03,0.14,9060.28
ITEM-010904,ORD-02425,PROD-0126,Wireless Headphones Pro,Electronics,16,425.58,0.28,4902.68
ITEM-010905,ORD-02425,PROD-0045,Foam Roller,Sports,5,3167.91,0.03,15364.36
ITEM-010906,ORD-04276,PROD-0002,Smart Watch,Electronics,2,1070.87,0.34,1413.55
ITEM-010907,ORD-03398,PROD-0053,Hair Dryer,Beauty,18,1169.24,0.35,13680.11
ITEM-010908,ORD-00459,PROD-0179,Growth Hacking Pro,Books,13,1274.57,0.3,11598.59
ITEM-010909,ORD-01170,PROD-0142,Cycling Helmet Pro,Sports,17,1066.85,0.04,17410.99
ITEM-010910,ORD-01170,PROD-0118,Foam Roller Pro,Sports,6,4306.63,0.37,16279.06
ITEM-010911,ORD-01170,PROD-0139,Moisturiser SPF50 Pro,Beauty,6,1862.5,0.25,8381.25
ITEM-010912,ORD-03710,PROD-0137,Air Purifier Pro,Home & Garden,9,2331.88,0.08,19307.97
ITEM-010913,ORD-04373,PROD-0141,Design Thinking Pro,Books,12,1078.56,0.12,11389.59
ITEM-010914,ORD-00125,PROD-0060,Makeup Brush Set,Beauty,18,2450.9,0.08,40586.9
ITEM-010915,ORD-04629,PROD-0110,Design Software Pro,Software,20,847.18,0.28,"$12,199.39"
ITEM-010916,ORD-00734,PROD-0093,Financial Freedom Pro,Books,12,1358.05,0.12,14341.01
ITEM-010917,ORD-02374,PROD-0115,Smart Thermostat Pro,Home & Garden,1,618.21,0.28,445.11
ITEM-010918,ORD-02374,PROD-0034,Smart Thermostat,Home & Garden,7,669.46,0.26,3467.8
ITEM-010919,ORD-02374,PROD-0149,Lip Balm Set Pro,Beauty,15,231.82,0.39,2121.15
ITEM-010920,ORD-02325,PROD-0189,Coffee Maker Pro,Home & Garden,12,2619.56,0.36,20118.22
ITEM-010921,ORD-02325,PROD-0053,Hair Dryer,Beauty,13,1169.24,1.32,"$14,288.11"
ITEM-010922,ORD-02325,PROD-0125,Python for Beginners Pro,Books,4,935.12,0.23,2880.17
ITEM-010923,ORD-03325,PROD-0094,Growth Hacking Pro,Books,17,1026.12,0.11,"$15,525.20"
ITEM-010924,ORD-01628,PROD-0063,Marketing Mastery,BOOKS,6,2080.85,0.03,12110.55
ITEM-010925,ORD-01628,PROD-0073,Green Tea Collection,Food & Beverage,12,482.3,0.11,5150.96
ITEM-010926,ORD-01628,PROD-0019,Security Suite,Software,9,1657.49,0.02,14619.06
ITEM-010927,ORD-01628,PROD-0091,Wall Art Pro,Home & Garden,9,1457.61,0.16,"$11,019.53"
ITEM-010928,ORD-03215,PROD-0004,USB-C Hub,Electronics,17,2263.48,0.32,26165.83
ITEM-010929,ORD-03215,PROD-0035,Garden Hose,Home & Garden,3,249.63,0.15,636.56
ITEM-010930,ORD-01726,PROD-0139,Moisturiser SPF50 Pro,Beauty,8,1862.5,0.21,11771
ITEM-010931,ORD-01726,PROD-0091,Wall Art Pro,Home & Garden,3,1457.61,0.28,3148.44
ITEM-010932,ORD-01726,PROD-0158,Wall Art Pro,Home & Garden,8,"$1,235.81",0.03,9589.89
ITEM-010933,ORD-01726,PROD-0172,Desk Lamp Pro,Home & Garden,14,46.39,0.05,616.99
ITEM-010934,ORD-03113,PROD-0150,Mechanical Keyboard Pro,electronics,15,1592.88,0.2,19114.56
ITEM-010935,ORD-01597,PROD-0021,Running Shoes,Apparel,7,467.63,0.36,2094.98
ITEM-010936,ORD-01597,PROD-0004,USB-C Hub,ELECTRONICS,20,2263.48,0.39,27614.46
ITEM-010937,ORD-02369,PROD-0111,Product Management v2,Books,2,327.73,0.24,498.15
ITEM-010938,ORD-03433,PROD-0065,Financial Freedom,Books,16,1469.98,0.1,21167.71
ITEM-010939,ORD-03433,PROD-0093,Financial Freedom Pro,BOOKS,5,1358.05,0.07,6314.93
ITEM-010940,ORD-02552,PROD-0054,Electric Toothbrush,beauty,14,1315.46,0.29,13075.67
ITEM-010941,ORD-02552,PROD-0138,Perfume 50ml Pro,Beauty,15,1325.71,0.08,18294.8
ITEM-010942,ORD-03160,PROD-0024,Winter Coat,Apparel,4,1531.64,0.33,4104.8
ITEM-010943,ORD-03160,PROD-0035,Garden Hose,Home & Garden,15,249.63,0.04,3594.67
ITEM-010944,ORD-03160,PROD-0157,Analytics Tool Pro,Software,9,1897.69,0.06,16054.46
ITEM-010945,ORD-01163,PROD-0105,Sunglasses Pro,Apparel,1,814.1,0.27,594.29
ITEM-010946,ORD-01163,PROD-0187,SQL Deep Dive Pro,Books,20,3875.59,0.21,61234.32
ITEM-010947,ORD-01732,PROD-0038,Wall Art,Home & Garden,18,"$1,162.29",0.36,13389.58
ITEM-010948,ORD-01732,PROD-0197,Tennis Racket Pro,Sports,2,70.96,0.28,102.18
ITEM-010949,ORD-01732,PROD-0092,Vitamin C Serum Pro,Beauty,16,$630.20,0.3,7058.24
ITEM-010950,ORD-01732,PROD-0079,Energy Drink Pack,Food & Beverage,14,1871.84,0.27,19130.2
ITEM-010951,ORD-03784,PROD-0033,Robot Vacuum,Home & Garden,15,1014.56,0.4,9131.04
ITEM-010952,ORD-02980,PROD-0085,Data Analytics Guide Pro,Books,4,861.2,0.33,2308.02
ITEM-010953,ORD-02980,PROD-0172,Desk Lamp Pro,Home & Garden,19,46.39,0.13,766.83
ITEM-010954,ORD-03734,PROD-0102,Smart Thermostat Pro,Home & Garden,15,842.5,0.35,8214.38
ITEM-010955,ORD-03734,PROD-0044,Jump Rope,Sports,7,129.09,0.24,686.76
ITEM-010956,ORD-02252,PROD-0185,Green Tea Collection Pro,Food & Beverage ,2,653.88,0.23,1006.98
ITEM-010957,ORD-02252,PROD-0165,Energy Drink Pack Pro,Food & Beverage,10,1670.16,0.3,11691.12
ITEM-010958,ORD-01594,PROD-0135,Bed Sheets Pro,Home&Garden,16,1103.72,0.13,15363.78
ITEM-010959,ORD-03973,PROD-0128,Leadership Principles Pro,Books,13,$934.40,0.35,7895.68
ITEM-010960,ORD-03973,PROD-0070,AI Fundamentals,Books,16,198.3,0.09,2887.25
ITEM-010961,ORD-03973,PROD-0121,Analytics Tool Pro,Software,7,2845.63,0.01,19720.22
ITEM-010962,ORD-03973,PROD-0120,Foam Roller Pro,Sports,1,3490.02,0.14,3001.42
ITEM-010963,ORD-02923,PROD-0167,Makeup Brush Set Pro,Beauty,12,2625.63,0.29,22370.37
ITEM-010964,ORD-02923,PROD-0079,Energy Drink Pack,Food & Beverage,7,1871.84,0.22,10220.25
ITEM-010965,ORD-02923,PROD-0157,Analytics Tool Pro,Software,8,"$1,897.69",0.07,"$14,118.81"
ITEM-010966,ORD-02923,PROD-0139,Moisturiser SPF50 Pro,Beauty,6,1862.5,0.31,7710.75
ITEM-010967,ORD-02627,PROD-0039,Desk Lamp,Home and Garden,7,37.13,0.32,176.74
ITEM-010968,ORD-02627,PROD-0115,Smart Thermostat Pro,Home & Garden,10,$618.21,0.19,5007.5
ITEM-010969,ORD-02627,PROD-0137,Air Purifier Pro,Home & Garden,2,2331.88,0.4,"$2,798.26"
ITEM-010970,ORD-04018,PROD-0169,Portable Charger Pro,Electronics,3,410.99,0.25,924.73
ITEM-010971,ORD-04018,PROD-0076,Smoothie Mix,Food & Beverage,15,643.37,0.08,8878.51
ITEM-010972,ORD-04345,PROD-0127,Desk Lamp Pro,home & garden,13,50.58,0.23,$506.31
ITEM-010973,ORD-04345,PROD-0178,Gym Bag Pro,Sports,19,229.12,0.24,"$3,308.49"
ITEM-010974,ORD-04345,PROD-0189,Coffee Maker Pro,HOME & GARDEN,17,2619.56,0.02,43641.87
ITEM-010975,ORD-04345,PROD-0094,Growth Hacking Pro,Books,10,1026.12,0.08,9440.3
ITEM-010976,ORD-01165,PROD-0084,SQL Deep Dive Pro,Books,19,3859.71,0,73334.49
ITEM-010977,ORD-02242,PROD-0037,Bed Sheets,home & garden,11,1097.5,0.03,11710.32
ITEM-010978,ORD-02242,PROD-0147,Monitor 27in Pro,Electronics,10,114.25,0.2,914
ITEM-010979,ORD-02242,PROD-0200,Data Analytics Guide Pro,Books,4,672.78,0.04,2583.48
ITEM-010980,ORD-02242,PROD-0152,Marketing Mastery Pro,Books,18,2538.42,0.18,"$37,467.08"
ITEM-010981,ORD-02561,PROD-0146,Design Software Pro,Software,20,723.98,0.25,"$10,859.70"
ITEM-010982,ORD-02561,PROD-0184,Smart Watch Pro,Electronics,13,984.86,0.04,12291.05
ITEM-010983,ORD-01378,PROD-0050,Cycling Helmet,Sports,3,1184.49,0.28,2558.5
ITEM-010984,ORD-01378,PROD-0141,Design Thinking Pro,Books,9,1078.56,0.16,8153.91
ITEM-010985,ORD-01378,PROD-0092,Vitamin C Serum Pro,Beauty,6,$630.20,0.15,"$3,214.02"
ITEM-010986,ORD-01378,PROD-0016,HR Management System,Software,4,1658.34,0.36,4245.35
ITEM-010987,ORD-03899,PROD-0055,Perfume 50ml,Beauty,5,1469.34,0.19,5950.83
ITEM-010988,ORD-03899,PROD-0117,Running Shoes Pro,Apparel,12,493.75,0.3,4147.5
ITEM-010989,ORD-03899,PROD-0156,Protein Powder v2,Sports,4,335.04,0.19,1085.53
ITEM-010990,ORD-02505,PROD-0085,Data Analytics Guide Pro,Books,20,861.2,0.03,16707.28
ITEM-010991,ORD-00301,PROD-0187,SQL Deep Dive Pro,Books,12,3875.59,0.29,33020.03
ITEM-010992,ORD-00301,PROD-0168,Security Suite Pro,Software,1,1329.27,0.01,1315.98
ITEM-010993,ORD-00301,PROD-0009,Laptop Stand,Electronics,19,43.95,0.29,592.89
ITEM-010994,ORD-00301,PROD-0187,SQL Deep Dive Pro,Books,11,3875.59,0.12,37515.71
ITEM-010995,ORD-00540,PROD-0167,Makeup Brush Set Pro,Beauty,10,2625.63,0.39,"$16,016.34"
ITEM-010996,ORD-00540,PROD-0096,Robot Vacuum Pro,Home & Garden,5,1308.53,0.27,4776.13
ITEM-010997,ORD-03931,PROD-0141,Design Thinking Pro,Books,11,"$1,078.56",0.08,10915.03
ITEM-010998,ORD-01132,PROD-0120,Foam Roller Pro,Sports,1,3490.02,0.27,2547.71
ITEM-010999,ORD-00628,PROD-0013,Analytics Tool,Software,13,2148.49,0.38,17316.83
ITEM-011000,ORD-00628,PROD-0124,Growth Hacking Pro,Books,14,855.22,0,11973.08
ITEM-011001,ORD-00628,PROD-0009,Laptop Stand,Electronics,13,43.95,0.28,411.37
ITEM-011002,ORD-01636,PROD-0175,Moisturiser SPF50 Pro,Beauty,18,"$1,344.19",0.06,22743.69
ITEM-011003,ORD-01636,PROD-0006,Mechanical Keyboard,Electronics,8,1517.09,0,12136.72
ITEM-011004,ORD-01636,PROD-0069,Growth Hacking,Books,12,910.45,0.29,7757.03
ITEM-011005,ORD-04420,PROD-0047,Gym Bag,Sports,6,247.22,0.38,919.66
ITEM-011006,ORD-00289,PROD-0165,Energy Drink Pack Pro,Food & Beverage ,1,1670.16,0.39,1018.8
ITEM-011007,ORD-01287,PROD-0151,Bluetooth Speaker Pro,Electronics ,2,118.53,0.08,218.1
ITEM-011008,ORD-01287,PROD-0181,Cloud Storage Pro,Software,11,1691.68,0.36,11909.43
ITEM-011009,ORD-01287,PROD-0026,Polo Shirt,Apparel,18,$247.26,0.11,3961.11
ITEM-011010,ORD-02149,PROD-0081,Webcam HD Pro,Electroncs,9,846.49,0.21,6018.54
ITEM-011011,ORD-02149,PROD-0105,Sunglasses Pro,Apparel,1,814.1,0.29,578.01
ITEM-011012,ORD-02149,PROD-0148,Wall Art Pro,Home & Garden,14,1318.36,0.12,16242.2
ITEM-011013,ORD-02147,PROD-0183,Mechanical Keyboard Pro,Electronics,5,1366.91,0.27,4989.22
ITEM-011014,ORD-02147,PROD-0179,Growth Hacking Pro,Books,-4,1274.57,0.04,9788.7
ITEM-011015,ORD-02147,PROD-0112,Nuts & Seeds Mix Pro,Food & Beverage,14,1330.62,0.26,13785.22
ITEM-011016,ORD-02147,PROD-0125,Python for Beginners Pro,Books,9,935.12,0.35,5470.45
ITEM-011017,ORD-00635,PROD-0006,Mechanical Keyboard,electronics,18,1517.09,0.39,16657.65
ITEM-011018,ORD-00635,PROD-0035,Garden Hose,Home & Garden,16,249.63,0.22,3115.38
ITEM-011019,ORD-00635,PROD-0076,Smoothie Mix,Food & Beverage,20,643.37,0.38,7977.79
ITEM-011020,ORD-01983,PROD-0125,Python for Beginners Pro,Books,1,935.12,0.06,879.01
ITEM-011021,ORD-00864,PROD-0084,SQL Deep Dive Pro,Books,6,3859.71,0.17,19221.36
ITEM-011022,ORD-00864,PROD-0195,Robot Vacuum Pro,Home & Garden,1,"$1,006.15",0.3,704.3
ITEM-011023,ORD-00864,PROD-0154,Dress Shoes Pro,Apparel,4,$559.43,0.1,2013.95
ITEM-011024,ORD-00864,PROD-0042,Resistance Bands,SPORTS,8,1478.09,0.04,11351.73
ITEM-011025,ORD-01994,PROD-0064,Leadership Principles,Books,3,806,0.16,2031.12
ITEM-011026,ORD-01994,PROD-0017,Design Software,Software,3,819.73,0.14,2114.9
ITEM-011027,ORD-01994,PROD-0110,Design Software Pro,Software,12,847.18,0.14,8742.9
ITEM-011028,ORD-02315,PROD-0161,Hot Sauce Bundle Pro,Food & Beverage,2,1006.11,0.18,1650.02
ITEM-011029,ORD-02315,PROD-0122,Video Conferencing Pro,Software,20,2447.65,0.2,39162.4
ITEM-011030,ORD-04305,PROD-0192,Nail Polish Set Pro,Beauty,6,469.83,0.28,2029.67
ITEM-011031,ORD-04305,PROD-0025,Sports Leggings,apparel,-4,1270.62,0.03,17255.02
ITEM-011032,ORD-04305,PROD-0119,Baseball Cap Pro,Apparel,3,1471.39,0.38,"$2,736.79"
