order_id,customer_id,order_date,order_status,sales_channel,shipping_cost_USD,discount_pct,region,country
ORD-03973,CUST-0149,2022-05-01,Cancelled,Mobile App,10.97,0.21,Europe,Germany
ORD-03974,CUST-0305,2023-01-10,Cancelled,Website,$2.83,0.14,North America,United States
ORD-03975,CUST-0189,2022-12-29,Refunded,In-Store,$11.71,0.02,Africa,Nigeria
ORD-03976,CUST-0323,2021-02-03,REFUNDED,In-Store,11.03,0.05,European Region,Spain
ORD-03977,CUST-0365,2021-01-17,Pending,Phone,14.47,0.07,Europe,United Kingdom
ORD-03978,CUST-0294,2021-07-11,Completed,Website,15.38,0.31,Africa,Nigeria
ORD-03979,CUST-0133,2022-02-24,Completed,Mobile App,21.72,0.32,Africa,Ghana
ORD-03980,CUST-0235,2021-11-13,Completed,Website,$34.75,0.33,Middle East,UAE
ORD-03981,CUST-0028,2020-10-04,Refunded,Partner Portal,12.86,0.34,Middle East,Saudi Arabia
ORD-03982,CUST-0092,2023-03-12,Refunded,Marketplace,30.11,0.1,Latin America,Brazil
ORD-03983,CUST-0253,2024-07-18,Completed,Website,7.23,0.26,Africa,Nigeria
ORD-03984,CUST-0397,02/04/2024,Cancelled,Marketplace,11.94,0.12,Latin America,Argentina
ORD-03985,CUST-0027,2024-02-22,Completed,Phone,31.7,0.22,Africa,South Africa
ORD-03986,CUST-0465,2024-10-25,cancelled,In-Store,6.66,0.01,Asia Pacific,India
ORD-03987,CUST-0175,2021-07-28,Completed,Mobile App,0.38,0.31,Africa,Ghana
ORD-03988,CUST-0107,2024-01-14,Pending,Phone,41.78,0.03,Middle East,Saudi Arabia
ORD-03989,CUST-0044,2023-01-07,REFUNDED,Website,3.25,0.01,Africa,South Africa
ORD-03990,CUST-0137,2020-06-13,cancelled,Phone,13.18,0.34,Latin America,Colombia
ORD-03991,CUST-0042,"November 10, 2023",Completed,Mobile App,$22.42,0.01,Africa,Kenya
ORD-03992,CUST-0437,2021-09-03,Completed,Marketplace,30.42,0.21,North America,Canada
ORD-03993,CUST-0117,2021-10-18,Pending,In-Store,17.72,0.27,Europe,Germany
ORD-03994,CUST-0293,2021-01-26,Completed,Marketplace,$33.78,0.11,Eur,Spain
ORD-03995,CUST-0322,2022-12-03,Completed,Marketplace,38.12,0.09,Africa,Ghana
ORD-03996,CUST-0416,2024-08-23,Pending,Partner Portal,26.11,0.15,Middle East,Saudi Arabia
ORD-03997,CUST-0301,2020-10-06,Refunded,Partner Portal,$21.84,0.02,North America,United States
ORD-03998,CUST-0392,10/30/2022,Cancelled,Website,12.65,0.29,Asia Pacific,Singapore
ORD-03999,CUST-0051,2020-02-21,Cancelled,Website,44.21,0.27,Middle East,Qatar
ORD-04000,CUST-0313,2021-04-10,Completed,Marketplace,14.35,0.15,Africa,Kenya
ORD-04001,CUST-0264,2022-07-26,Completed,Phone,0.86,0.31,Europe,United Kingdom
ORD-04002,CUST-0446,2022-05-27,Cancelled,Marketplace,10.58,0.14,North America,Mexico
ORD-04003,CUST-0293,2024-11-03,Completed,Website,7.19,0.16,Europe,Spain
ORD-04004,CUST-0479,2023-06-11,Completed,,35.56,0.2,Latin America,Argentina
ORD-04005,CUST-0109,2024-01-15,Cancelled,Website,$13.60,0.33,Latin America,Chile
ORD-04006,CUST-0447,2021-08-30,pending,Mobile App,27.09,0.18,Middle East,UAE
ORD-04007,CUST-0107,2020-04-06,Completed,In-Store,37.82,0.15,Middle East,Saudi Arabia
ORD-04008,CUST-0369,29 September 2021,Refunded,Phone,40.57,0.3,Middle East,Qatar
ORD-04009,CUST-0208,2021-07-02,Completed,,43.95,0.3,Europe,Germany
ORD-04010,CUST-0239,2022-04-12,Completed,Marketplace,22.94,0.32,Africa,Kenya
ORD-04011,CUST-0267,2020-05-18,Pending,Phone,11.42,0.12,Europe,Netherlands
ORD-04012,CUST-0362,2020-04-07,Completed,In-Store,30.33,0.02,Asia Pacific,India
ORD-04013,CUST-0263,2022-10-04,Refunded,In-Store,38.03,0.29,Asia Pacific,Singapore
ORD-04014,CUST-0311,2023-01-23,Completed,Partner Portal,34.74,0.15,Asia Pacific,Japan
ORD-04015,CUST-0159,2024-03-08,Completed,Website,33.45,0.01,N. America,Mexico
ORD-04016,CUST-0448,7 April 2023,Completed,Phone,21.1,0.02,Africa,South Africa
ORD-04017,CUST-0174,2021-02-21,Completed,Marketplace,1.41,0.32,Europe,Spain
ORD-04018,CUST-0291,2022-06-24,Refunded,Partner Portal,5.33,0.34,Middle East,UAE
ORD-04019,CUST-0107,2021-04-05,Cancelled,Website,43.2,0.21,Middle East,Saudi Arabia
ORD-04020,CUST-0001,2022-01-19,Completed,Phone,25.18,0.35,latin america,Argentina
ORD-04021,CUST-0480,2020-06-27,Completed,Partner Portal,21.48,0.19,North America,Canada
ORD-04022,CUST-0058,2024-01-25,Pending,Partner Portal,13.96,0.04,Asia Pacific,South Korea
ORD-04023,CUST-0092,19/07/2024,Completed,Partner Portal,20.49,0.23,LATAM,Brazil
ORD-04024,CUST-0139,2021-10-19,Completed,Website,18.42,0.27,Europe,Netherlands
ORD-04025,CUST-0038,2020-02-02,Cancelled,Mobile App,22.32,0.2,Africa ,South Africa
ORD-04026,CUST-0119,2023-09-24,Completed,Website,20.23,0.31,North america ,Canada
ORD-04027,CUST-0304,2021-03-30,Pending,In-Store,38.28,0,North America,Mexico
ORD-04028,CUST-0250,03/21/2023,Completed,In-Store,1.66,0.33,Europe,Sweden
ORD-04029,CUST-0415,2024-02-28,Completed,Website,5.11,0.23,Asia Pacific,South Korea
ORD-04030,CUST-0384,2020-08-13,Completed,Mobile App,$25.97,0.12,middle east,Qatar
ORD-04031,CUST-0459,17 October 2022,Refunded,Website,29.41,0.23,Europe,Spain
ORD-04032,CUST-0364,2024-07-22,Refunded,Partner Portal,41.09,0.01,Africa,Nigeria
ORD-04033,CUST-0270,21/05/2021,Completed,Partner Portal,22.82,0.28,Middle East,Qatar
ORD-04034,CUST-0403,2021-07-04,Cancelled,Phone,4.45,0.04,AFRICA,Kenya
ORD-04035,CUST-0200,2020-03-12,Completed,Phone,8.31,0.1,North America,United States
ORD-04036,CUST-0225,2020-06-14,Completed,In-Store,3.49,0.12,North America,Canada
ORD-04037,CUST-0328,2021-03-07,Completed,Marketplace,0.5,0.04,Middle East,UAE
ORD-04038,CUST-0139,2021-12-21,Completed,In-Store,36.25,0.07,Europe,Netherlands
ORD-04039,CUST-0114,2021-10-30,Refunded,Partner Portal,$4.07,0.14,Europe,United Kingdom
ORD-04040,CUST-0004,2023-11-14,Refunded,Marketplace,25.37,0.15,LATAM,Colombia
ORD-04041,CUST-0010,2023-07-24,Completed,Website,28.94,0.25,Latin America,Chile
ORD-04042,CUST-0313,05/24/2020,Pending,Partner Portal,22.05,0.25,Africa,Kenya
ORD-04043,CUST-0089,2020-09-02,Completed,In-Store,18.59,0.22,Europe,Sweden
ORD-04044,CUST-0212,2023-09-28,Cancelled,Website,21.96,0.13,Middle East,Saudi Arabia
ORD-04045,CUST-0036,2020-11-05,Completed,Website,34.79,0.01,Latin America,Colombia
ORD-04046,CUST-0445,2024-10-20,Completed,Partner Portal,20.49,0.32,Apac,India
ORD-04047,CUST-0238,06/04/2023,Completed,Mobile App,19.92,0.11,Latin America,Argentina
ORD-04048,CUST-0186,07/09/2023,Completed,Phone,33.22,0.16,APAC,Singapore
ORD-04049,CUST-0221,2023-03-19,Completed,,18.61,1.24,Asia Pacific,Japan
ORD-04050,CUST-0174,2023-08-12,refunded,Website,39.11,0.29,Europe,Spain
ORD-04051,CUST-0408,03/05/2022,Cancelled,Mobile App,16.08,0.28,Latin America,Colombia
ORD-04052,CUST-0181,2022-08-28,Completed,Mobile App,41.15,0.32,North America,Mexico
ORD-04053,CUST-0291,09/09/2024,Pending,In-Store,22.6,0.2,Middle East,UAE
ORD-04054,CUST-0474,2022-07-27,COMPLETED,,27.58,0.11,Europe ,Germany
ORD-04055,CUST-0320,2024-03-14,Pending,In-Store,1.64,0.26,Middle East,UAE
ORD-04056,CUST-0446,"April 19, 2024",Completed,In-Store,39.26,0.25,North America,Mexico
ORD-04057,CUST-0391,2 November 2023,REFUNDED,,$26.61,0.31,Asia Pacific,South Korea
ORD-04058,CUST-0302,"February 13, 2020",Completed,Website,29.31,0.23,Asia Pacific,Australia
ORD-04059,CUST-0181,2021-11-25,Completed,Partner Portal,$13.44,0.11,North America,Mexico
ORD-04060,CUST-0186,2021-05-27,Pending,Website,15.88,0.13,Asia Pacific,Singapore
ORD-04061,CUST-0202,10/11/2024,Completed,Phone,$37.95,0.01,Middle East,UAE
ORD-04062,CUST-0333,2021-01-24,Completed,Website,21.43,0.35,Asia Pacific,Singapore
ORD-04063,CUST-0060,2024-10-15,Refunded,Website,$20.76,0.3,Latin America,Chile
ORD-04064,CUST-0328,2023-11-03,Pending,Website,6.74,0.11,Middle East,UAE
ORD-04065,CUST-0026,2024-03-05,Refunded,Marketplace,43.43,0.09,Africa,South Africa
ORD-04066,CUST-0429,2021-06-30,Cancelled,Partner Portal,3.74,0.13,Asia Pacific ,India
ORD-04067,CUST-0153,2020-07-01,Completed,Partner Portal,40.57,0.19,North America,United States
ORD-04068,CUST-0021,05/29/2023,Completed,Mobile App,6.53,0.1,Asia Pacific,Australia
ORD-04069,CUST-0320,2020-10-03,Completed,Marketplace,0.33,0.11,Middle East,UAE
ORD-04070,CUST-0319,"May 3, 2023",Completed,In-Store,2.27,0.19,Middle East,UAE
ORD-04071,CUST-0449,2020-12-19,Pending,Phone,$33.60,0.29,Europe,United Kingdom
ORD-04072,CUST-0462,2021-05-14,Completed,Marketplace,$22.03,0.02,Middle East,Saudi Arabia
ORD-04073,CUST-0093,2021-02-10,Cancelled,Website,$22.43,0.03,North America,Canada
ORD-04074,CUST-0004,2023-11-16,Pending,Mobile App,$2.24,0.26,Latin America,Colombia
ORD-04075,CUST-0049,2022-04-09,Completed,In-Store,26.89,0.26,Europe,United Kingdom
ORD-04076,CUST-0480,2023-03-27,Refunded,Website,20.26,0.23,North America,Canada
ORD-04077,CUST-0176,2024-05-09,Completed,Marketplace,26.25,0.34,Europe,Spain
ORD-04078,CUST-0028,2023-11-04,Completed,Partner Portal,44.18,0.01,Middle East,Saudi Arabia
ORD-04079,CUST-0467,2024-05-31,Completed,Mobile App,5.13,0.28,Middle East,Qatar
ORD-04080,CUST-0008,2021-11-12,Cancelled,Phone,16.82,0.2,Latin America,Chile
ORD-04081,CUST-0205,2021-11-20,Completed,Partner Portal,35.62,0.25,Europe,Spain
ORD-04082,CUST-0465,2021-03-20,Completed,Website,30.76,0.23,Asia Pacific,India
ORD-04083,CUST-0308,2022-01-08,Completed,Mobile App,35.47,0.28,Eur,Sweden
ORD-04084,CUST-0112,2024-02-23,Completed,Partner Portal,31.26,0.29,Africa,Kenya
ORD-04085,CUST-0059,2022-01-22,Completed,Partner Portal,11.57,0.29,North America,Mexico
ORD-04086,CUST-0454,2020-09-29,Cancelled,Partner Portal,33.58,0.12,Europe,Germany
ORD-04087,CUST-0439,10/26/2020,Cancelled,Marketplace,26.8,0.02,Europe,United Kingdom
ORD-04088,CUST-0005,4 November 2022,Completed,Partner Portal,$6.66,0.24,Africa,South Africa
ORD-04089,CUST-0306,7 November 2023,Completed,Website,30.3,0.09,Europe,Spain
ORD-04090,CUST-0031,2020-03-24,Completed,Partner Portal,$10.98,0.21,North America,Mexico
ORD-04091,CUST-0262,5 November 2022,Pending,Partner Portal,17.39,0.1,North America,Canada
ORD-04092,CUST-0090,2021-05-22,Pending,Marketplace,16.58,0.08,Asia Pacific,India
ORD-04093,CUST-0472,"September 30, 2022",completed,Mobile App,25.68,0.14,Europe,Netherlands
ORD-04094,CUST-0087,2024-07-11,Completed,Partner Portal,29.46,0.17,Asia Pacific,Australia
ORD-04095,CUST-0038,"November 1, 2023",Completed,Website,1.15,0.24,Africa,South Africa
ORD-04096,CUST-0142,2024-04-17,Cancelled,Website,0.13,0,Asia Pacific,Singapore
ORD-04097,CUST-0382,09/17/2023,Completed,Phone,33.68,0.22,Latin America,Brazil
ORD-04098,CUST-0377,2020-03-15,Completed,Marketplace,11.62,1.29,Middle East,Qatar
ORD-04099,CUST-0395,2020-06-19,Cancelled,In-Store,26.88,1.23,Middle East,Qatar
ORD-04100,CUST-0266,2023-12-12,Completed,In-Store,24.24,0.11,Asia Pacific,Japan
ORD-04101,CUST-0392,2020-12-02,Completed,Marketplace,9.59,0.07,Asia Pacific,Singapore
ORD-04102,CUST-0323,"July 1, 2022",Cancelled,,34.2,0.07,Europe,Spain
ORD-04103,CUST-0271,07/23/2022,Refunded,Phone,36.32,0.15,Latin America,Chile
ORD-04104,CUST-0004,2024-05-05,Completed,Marketplace,0.55,0.08,Latin America,Colombia
ORD-04105,CUST-0476,2021-04-03,Cancelled,Website,7.32,0.15,Africa,Kenya
ORD-04106,CUST-0306,2024-06-05,Completed,In-Store,28.89,0.33,Europe,Spain
ORD-04107,CUST-0220,2021-08-26,Completed,Phone,16.16,0.24,North America,United States
ORD-04108,CUST-0296,2023-08-10,Refunded,Mobile App,$1.51,0.19,Europe,Germany
ORD-04109,CUST-0008,"March 17, 2022",Refunded,Phone,0.91,0.16,Latin America,Chile
ORD-04110,CUST-0308,2020-01-08,Completed,,34.79,0.3,European Region,Sweden
ORD-04111,CUST-0205,2022-09-02,Completed,Website,36.61,0.33,europe,Spain
ORD-04112,CUST-0040,2021-09-16,Pending,Marketplace,13.86,0.28,Asia Pacific,Singapore
ORD-04113,CUST-0441,2023-08-25,Refunded,Partner Portal,42.43,0.17,Latin America,Argentina
ORD-04114,CUST-0218,2020-09-07,Refunded,,43.5,0.28,Africa,South Africa
ORD-04115,CUST-0325,2021-01-07,Completed,In-Store,1.96,0.03,Latin America,Chile
ORD-04116,CUST-0329,2023-04-20,Cancelled,Mobile App,17.73,0.22,Latin America,Colombia
ORD-04117,CUST-0022,2020-05-11,Cancelled,,22.01,0.09,North America,United States
ORD-04118,CUST-0073,2022-08-27,Completed,Website,8.9,0.06,Latin America,Argentina
ORD-04119,CUST-0040,2021-09-15,Completed,Website,$2.76,0.15,Asia Pacific,Singapore
ORD-04120,CUST-0142,05/23/2020,Completed,Mobile App,$33.23,0.03,Asia Pacific,Singapore
ORD-04121,CUST-0272,2024-06-26,Completed,In-Store,31.82,0.28,Africa,South Africa
ORD-04122,CUST-0429,2022-05-11,Refunded,In-Store,29.76,0.19,Asia Pacific,India
ORD-04123,CUST-0009,2023-05-17,Pending,In-Store,17.57,0.08,European Region,United Kingdom
ORD-04124,CUST-0306,2024-11-12,Completed,Marketplace,11.16,0.16,Europe,Spain
ORD-04125,CUST-0371,2021-09-23,Completed,Partner Portal,15.4,0.12,North America,United States
ORD-04126,CUST-0427,23/04/2024,Completed,Mobile App,39.71,0.34,Europe,United Kingdom
ORD-04127,CUST-0078,2024-03-16,Completed,In-Store,30.35,0.17,Europe,United Kingdom
ORD-04128,CUST-0364,2023-09-10,completed,Website,42.78,0.2,Africa,Nigeria
ORD-04129,CUST-0133,2022-09-20,Completed,Marketplace,$41.57,0.16,Africa,Ghana
ORD-04130,CUST-0343,2021-04-07,Cancelled,Mobile App,$13.24,0.12,Europe,France
ORD-04131,CUST-0306,2023-11-09,Pending,Phone,35.82,0.23,europe,Spain
ORD-04132,CUST-0065,2022-09-23,Completed,,19.93,0.28,Middle East,UAE
ORD-04133,CUST-0392,2020-05-23,Cancelled,In-Store,11.78,0.14,Asia Pacific,Singapore
ORD-04134,CUST-0082,9 June 2020,Cancelled,Phone,34.91,0.2,African Region,South Africa
ORD-04135,CUST-0471,2023-06-22,Completed,In-Store,3.25,0.24,Latin America,Brazil
ORD-04136,CUST-0178,10/03/2021,Refunded,Website,32.55,0.08,Latin America,Argentina
ORD-04137,CUST-0110,2023-01-29,Pending,Website,35.78,0.15,Middle East,Saudi Arabia
ORD-04138,CUST-0479,2021-01-29,Refunded,,18.72,0.09,Latin America,Argentina
ORD-04139,CUST-0109,2024-06-05,Completed,Partner Portal,1.96,0.02,Latin America,Chile
ORD-04140,CUST-0465,"November 23, 2024",Pending,Marketplace,37.62,0.09,Asia Pacific,India
ORD-04141,CUST-0361,2020-06-13,Completed,Phone,36.98,0.16,Latin America,Brazil
ORD-04142,CUST-0215,2020-04-01,Refunded,Marketplace,11.3,0.21,Europe,United Kingdom
ORD-04143,CUST-0340,"January 26, 2020",Cancelled,Marketplace,2.63,0.1,Africa,Ghana
ORD-04144,CUST-0237,2022-12-10,Pending,In-Store,13.61,0.16,Latam,Brazil
ORD-04145,CUST-0398,2023-12-22,Completed,Mobile App,$5.96,0.16,Latin America,Brazil
ORD-04146,CUST-0135,2021-04-17,Completed,Partner Portal,42.91,0.26,North america ,Mexico
ORD-04147,CUST-0244,2024-05-20,Completed,Website,9.22,0.3,North America,Mexico
ORD-04148,CUST-0452,2024-01-25,Completed,,9.01,0.28,Latin America,Brazil
ORD-04149,CUST-0112,2020-10-27,Completed,Phone,40.04,0.01,Africa,Kenya
ORD-04150,CUST-0183,2022-07-18,Pending,Partner Portal,4.87,0.29,LATAM,Chile
ORD-04151,CUST-0142,2024-03-09,Completed,Phone,$14.79,0.24,Asia Pacific,Singapore
ORD-04152,CUST-0331,2024-03-31,Cancelled,Website,25.14,0.26,Africa,Kenya
ORD-04153,CUST-0339,2021-01-25,Completed,Marketplace,1.91,0.13,AFRICA,South Africa
ORD-04154,CUST-0412,2020-08-23,Refunded,Website,$26.96,0.35,Africa,South Africa
ORD-04155,CUST-0407,7 June 2024,Refunded,Phone,28.99,0.19,Middle East,Qatar
ORD-04156,CUST-0404,24 July 2024,Cancelled,Marketplace,11.14,0.01,LATAM,Colombia
ORD-04157,CUST-0172,2024-02-17,Completed,Marketplace,24.74,0.05,Latin America,Argentina
ORD-04158,CUST-0132,09/23/2022,Cancelled,Website,$17.43,0.23,africa,South Africa
ORD-04159,CUST-0472,2024-11-23,Completed,In-Store,30.41,0.33,Europe,Netherlands
ORD-04160,CUST-0190,2024-09-20,Cancelled,Partner Portal,15.92,0.22,Africa,South Africa
ORD-04161,CUST-0063,15/12/2022,Completed,Marketplace,$16.82,0.26,Middle East,Saudi Arabia
ORD-04162,CUST-0072,2023-05-24,Completed,In-Store,27.6,0.21,LatAm,Colombia
ORD-04163,CUST-0310,2022-01-14,Refunded,Website,23.84,1.13,Latin America,Chile
ORD-04164,CUST-0391,02/13/2020,Refunded,In-Store,17.47,0.33,Asia-Pacific,South Korea
ORD-04165,CUST-0262,2023-10-16,Pending,Mobile App,$35.76,0.02,North America,Canada
ORD-04166,CUST-0332,2024-09-01,Refunded,Phone,40.56,0.09,Africa,Nigeria
ORD-04167,CUST-0124,2021-06-06,Completed,In-Store,44.46,0.26,Latin America,Argentina
ORD-04168,CUST-0329,08/18/2022,Cancelled,Mobile App,35.86,0.34,Latam,Colombia
ORD-04169,CUST-0402,2024-11-22,Completed,Marketplace,31.79,0.08,Africa ,Nigeria
ORD-04170,CUST-0282,2022-03-19,completed,Phone,20.75,0.09,Latin America,Argentina
ORD-04171,CUST-0326,2020-06-24,Completed,Partner Portal,6.8,0.04,European Region,Netherlands
ORD-04172,CUST-0134,9 October 2021,Cancelled,Phone,21.92,0.21,North America,United States
ORD-04173,CUST-0289,08/09/2024,CANCELLED,Website,27.29,0.17,europe,Netherlands
ORD-04174,CUST-0445,2021-05-11,Completed,Phone,38.07,0.11,Asia Pacific,India
ORD-04175,CUST-0007,2021-10-19,Cancelled,In-Store,1.41,0.31,Middle East,Saudi Arabia
ORD-04176,CUST-0315,2021-10-04,REFUNDED,Marketplace,4.91,0.25,Africa,Nigeria
ORD-04177,CUST-0356,03/01/2022,REFUNDED,In-Store,13.13,1.24,Europe,Sweden
ORD-04178,CUST-0144,12/31/2024,Pending,Partner Portal,2.69,0.17,Asia Pacific,Japan
ORD-04179,CUST-0040,2024-03-23,Completed,Website,38.55,0.05,Asia Pacific,Singapore
ORD-04180,CUST-0258,2024-09-26,Cancelled,In-Store,26.74,0.03,asia pacific,Singapore
ORD-04181,CUST-0427,2021-08-03,Cancelled,Phone,43.53,0.24,European Region,United Kingdom
ORD-04182,CUST-0423,2020-12-25,Completed,Mobile App,34.3,0.2,LatAm,Colombia
ORD-04183,CUST-0138,2024-09-19,Pending,Marketplace,$39.07,0.21,Middle East,UAE
ORD-04184,CUST-0449,2020-02-12,Cancelled,Mobile App,44.21,0.07,Europe,United Kingdom
ORD-04185,CUST-0254,2024-07-13,Completed,Partner Portal,$35.45,0.34,Asia Pacific,Singapore
ORD-04186,CUST-0317,2022-01-30,Refunded,Website,1.56,0.27,Middle East,Qatar
ORD-04187,CUST-0428,2022-08-18,Pending,In-Store,36.1,0.11,African Region,Kenya
ORD-04188,CUST-0116,2024-11-27,Completed,Partner Portal,14.98,0.25,Latin America,Chile
ORD-04189,CUST-0412,2023-01-25,Pending,Website,35.15,0.03,Africa,South Africa
ORD-04190,CUST-0285,2022-12-27,Completed,Marketplace,44.36,0.13,Middle East,UAE
ORD-04191,CUST-0428,2024-02-23,Completed,,28.73,0.01,Africa,Kenya
ORD-04192,CUST-0319,"April 25, 2020",Completed,,38.94,0.33,middle east,UAE
ORD-04193,CUST-0415,"February 6, 2023",Pending,Marketplace,21.35,0.29,asia pacific,South Korea
ORD-04194,CUST-0293,30 April 2020,pending,Phone,15.86,0.34,Europe,Spain
ORD-04195,CUST-0378,2024-12-06,Completed,Mobile App,13.9,0.05,middle east,Saudi Arabia
ORD-04196,CUST-0276,2020-03-07,Pending,,20.63,0.26,Asia Pacific,India
ORD-04197,CUST-0315,2023-12-03,Completed,Partner Portal,$23.35,0.15,AFRICA,Nigeria
ORD-04198,CUST-0207,09/07/2021,Pending,Partner Portal,33.35,0.16,Europe ,United Kingdom
ORD-04199,CUST-0081,2024-06-29,Completed,Mobile App,39.63,0.16,North America,Mexico
ORD-04200,CUST-0437,2023-07-28,Completed,Mobile App,39.33,0.08,North America,Canada
ORD-04201,CUST-0281,2022-07-09,Completed,Marketplace,22.66,0.31,Latam,Colombia
ORD-04202,CUST-0243,2023-03-01,Refunded,Website,22.29,0.27,Europe,Netherlands
ORD-04203,CUST-0193,6 March 2021,Completed,In-Store,31.7,0.33,North America,Canada
ORD-04204,CUST-0146,2020-01-26,Completed,Partner Portal,30.08,0.09,Africa,Kenya
ORD-04205,CUST-0111,03/12/2022,completed,Marketplace,37.33,0.24,Latin America,Colombia
ORD-04206,CUST-0074,2024-07-20,Pending,Website,2.46,0.15,Africa,Nigeria
ORD-04207,CUST-0019,2024-03-25,Cancelled,Website,24.36,0.27,Asia Pacific ,India
ORD-04208,CUST-0055,2020-07-30,Completed,Marketplace,28.46,0.12,North America,Canada
ORD-04209,CUST-0363,19/02/2022,Completed,Website,10.08,0.05,Africa,Kenya
ORD-04210,CUST-0153,2022-12-20,Completed,Website,34.8,0.3,North America,United States
ORD-04211,CUST-0398,2023-09-03,Completed,Phone,31.6,0.15,Latin America,Brazil
ORD-04212,CUST-0159,2020-10-25,Completed,Mobile App,40.83,0.24,North America,Mexico
ORD-04213,CUST-0113,2024-05-26,Refunded,Partner Portal,30.09,0.32,North America,United States
ORD-04214,CUST-0426,05/08/2020,Completed,Mobile App,9.12,1.31,Africa,Ghana
ORD-04215,CUST-0172,09/14/2021,Completed,Marketplace,34.69,0.29,Latin America,Argentina
ORD-04216,CUST-0047,2024-10-01,Refunded,Partner Portal,21.22,0.11,Asia Pacific ,India
ORD-04217,CUST-0339,2020-12-02,Completed,In-Store,41.44,0.34,Africa,South Africa
ORD-04218,CUST-0010,2021-02-28,Refunded,In-Store,31.79,0.09,Latin America,Chile
ORD-04219,CUST-0244,2023-12-13,Cancelled,Marketplace,1.41,0.03,North America,Mexico
ORD-04220,CUST-0207,2020-06-08,Completed,Website,11.49,0.21,Europe,United Kingdom
ORD-04221,CUST-0329,2022-02-21,Cancelled,Mobile App,12.07,0.11,Latin America ,Colombia
ORD-04222,CUST-0094,2023-11-12,Completed,Phone,22.85,0.12,EUROPE,Germany
ORD-04223,CUST-0359,03/24/2020,Completed,Phone,18.12,0.31,Eur,Netherlands
ORD-04224,CUST-0423,2021-04-16,Completed,Marketplace,22.06,0.13,Latin America ,Colombia
ORD-04225,CUST-0255,2021-03-04,Pending,In-Store,28.17,0.17,Africa,Nigeria
ORD-04226,CUST-0015,2023-08-16,Pending,Website,38.8,0.09,Africa,Nigeria
ORD-04227,CUST-0167,2020-02-01,Completed,Mobile App,36.38,0.14,North america ,United States
ORD-04228,CUST-0437,2024-08-24,Refunded,Partner Portal,$37.25,0.19,N. America,Canada
ORD-04229,CUST-0260,2021-12-05,Cancelled,Partner Portal,31.81,0.02,Latin America,Argentina
ORD-04230,CUST-0346,2020-07-14,Cancelled,In-Store,19.57,0.24,North America,Canada
ORD-04231,CUST-0106,2021-06-04,COMPLETED,Partner Portal,6.93,1.15,Latin America,Chile
ORD-04232,CUST-0371,12/28/2023,Cancelled,In-Store,44.52,0.14,North America,United States
ORD-04233,CUST-0447,17 August 2020,REFUNDED,Website,3.82,0.03,Middle East,UAE
ORD-04234,CUST-0412,2024-07-29,Completed,Mobile App,44.64,0.01,Africa,South Africa
ORD-04235,CUST-0158,2023-06-15,Cancelled,,4.17,0.14,Middle East,Saudi Arabia
ORD-04236,CUST-0410,2022-01-28,Completed,Partner Portal,12.53,0.17,Latin America ,Brazil
ORD-04237,CUST-0128,2023-03-22,Completed,In-Store,$1.97,0.25,North America,United States
ORD-04238,CUST-0060,2022-03-06,Completed,Marketplace,32.22,0.09,Latin America,Chile
ORD-04239,CUST-0446,2024-04-05,Completed,Partner Portal,$38.80,0.29,North America,Mexico
ORD-04240,CUST-0237,2021-01-18,Completed,Mobile App,19.3,0.15,Latin America,Brazil
ORD-04241,CUST-0261,2023-05-19,COMPLETED,In-Store,$16.29,0.01,Africa,Ghana
ORD-04242,CUST-0217,11/09/2023,Completed,Partner Portal,$18.72,0.11,Middle East,UAE
ORD-04243,CUST-0209,2022-08-07,Cancelled,In-Store,0.1,0.25,EUROPE,France
ORD-04244,CUST-0138,2024-08-03,Completed,,2.42,0.32,Middle East ,UAE
ORD-04245,CUST-0010,24 December 2022,Completed,Partner Portal,8.13,0.23,Latin America,Chile
ORD-04246,CUST-0336,2024-12-06,Pending,Website,10.09,0.29,Latin America,Chile
ORD-04247,CUST-0045,2020-10-14,Cancelled,Marketplace,29.42,0.23,Latin America,Colombia
ORD-04248,CUST-0284,2024-05-15,Completed,In-Store,6.6,0.24,North America,United States
ORD-04249,CUST-0394,2021-08-15,Completed,Phone,33.1,0.06,Latin America,Argentina
ORD-04250,CUST-0058,12/03/2021,Pending,Phone,16.48,0.1,Asia Pacific,South Korea
ORD-04251,CUST-0224,2020-05-26,Pending,In-Store,35.67,0.18,Europe,Germany
ORD-04252,CUST-0464,08/10/2020,Completed,Marketplace,15.68,0.11,Europe,Netherlands
ORD-04253,CUST-0010,2023-03-18,Refunded,Partner Portal,21.97,0.29,LATAM,Chile
ORD-04254,CUST-0234,2024-12-24,Completed,Website,10.93,0.34,Europe,Germany
ORD-04255,CUST-0098,2020-11-07,Cancelled,Marketplace,30.71,0.12,Middle East,UAE
ORD-04256,CUST-0329,2021-07-10,Completed,Partner Portal,32.81,0.17,Latin America,Colombia
ORD-04257,CUST-0265,2021-12-12,Completed,Mobile App,14.45,0.04,North America,United States
ORD-04258,CUST-0100,2024-01-17,Completed,Phone,35.7,1.41,Europe,United Kingdom
ORD-04259,CUST-0225,"February 1, 2023",Cancelled,In-Store,2.35,0.35,North America,Canada
ORD-04260,CUST-0233,2020-01-05,Cancelled,Mobile App,23.06,0.03,Europe,Germany
ORD-04261,CUST-0049,"December 10, 2024",completed,In-Store,$12.71,0.16,Europe ,United Kingdom
